 ,Area,Mean,Perim.,Circ.,AR,Round,Solidity
1939,214,255,52.2843,0.9837,1.0395,0.9620,0.9575
1940,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
1941,20,255,15.3137,1.0000,1.0829,0.9235,0.8889
1942,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
1943,13,255,11.8995,1.0000,1.1592,0.8627,0.8966
1944,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
1945,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
1946,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
1947,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
1948,29,255,18.7279,1.0000,1.0762,0.9292,0.9062
1949,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
1950,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
1951,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
1952,14,255,13.0711,1.0000,1.6623,0.6016,0.9655
1953,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
1954,11,255,12.4853,0.8868,1.5481,0.6460,0.8148
1955,11,255,11.8995,0.9762,1.0351,0.9661,0.8462
1956,7,255,9.6569,0.9433,1.9357,0.5166,0.9333
1957,15,255,13.6569,1.0000,1.6667,0.6000,1.0000
1958,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
1959,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
1960,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
1961,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
1962,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
1963,12,255,11.8995,1.0000,1.1349,0.8811,0.8571
1964,4,255,8.4853,0.6981,1.0000,1.0000,0.5714
1965,12,255,11.3137,1.0000,1.0000,1.0000,0.8571
1966,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
1967,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
1968,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
1969,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
1970,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
1971,10,255,10.4853,1.0000,1.3273,0.7534,0.9091
1972,154,255,44.2843,0.9868,1.0206,0.9798,0.9419
1973,11,255,11.3137,1.0000,1.1388,0.8781,0.8148
1974,32,255,20.1421,0.9912,1.5224,0.6569,0.9143
1975,180,255,49.1127,0.9378,1.0135,0.9867,0.9207
1976,25,255,20.9706,0.7144,1.9490,0.5131,0.7937
1977,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
1978,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
1979,13,255,11.8995,1.0000,1.1592,0.8627,0.8966
1980,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
1981,245,255,84.8112,0.4280,1.6489,0.6065,0.7704
1982,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
1983,8,255,10.4853,0.9144,1.6053,0.6229,0.8000
1984,140,255,45.9411,0.8336,1.0646,0.9393,0.8833
1985,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
1986,19,255,15.3137,1.0000,1.1207,0.8923,0.8636
1987,41,255,32.6274,0.4840,2.6547,0.3767,0.7193
1988,17,255,13.8995,1.0000,1.2632,0.7917,0.9189
1989,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
1990,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
1991,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
1992,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
1993,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
1994,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
1995,14,255,13.3137,0.9925,1.3105,0.7631,0.8485
1996,67,255,54.4264,0.2842,2.2790,0.4388,0.6009
1997,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
1998,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
1999,6,255,12.4853,0.4837,1.2511,0.7993,0.7059
2000,5,255,9.0711,0.7636,1.2233,0.8174,0.7143
2001,28,255,20.1421,0.8673,1.2074,0.8282,0.8235
2002,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2003,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2004,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2005,14,255,12.7279,1.0000,1.2637,0.7913,0.8485
2006,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2007,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2008,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2009,122,255,40.0416,0.9562,1.0287,0.9721,0.9242
2010,12,255,11.3137,1.0000,1.0000,1.0000,0.8571
2011,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2012,15,255,13.0711,1.0000,1.1366,0.8798,0.9677
2013,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2014,5,255,8.4853,0.8727,1.0000,1.0000,0.7143
2015,32,255,19.5563,1.0000,1.0789,0.9268,0.8889
2016,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2017,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2018,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2019,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2020,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2021,12,255,13.8995,0.7805,1.8812,0.5316,0.8276
2022,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2023,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2024,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2025,14,255,12.4853,1.0000,1.0199,0.9805,0.9333
2026,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2027,8,255,10.4853,0.9144,1.3111,0.7627,0.7619
2028,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2029,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2030,7,255,9.0711,1.0000,1.3797,0.7248,0.8750
2031,11,255,11.3137,1.0000,1.4505,0.6894,0.8462
2032,20,255,22.3848,0.5016,2.9391,0.3402,0.6667
2033,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2034,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2035,232,255,59.3553,0.8275,1.4225,0.7030,0.9116
2036,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2037,209,255,71.3553,0.5158,3.4484,0.2900,0.8727
2038,24,255,16.7279,1.0000,1.2220,0.8184,0.9057
2039,14,255,12.4853,1.0000,1.0199,0.9805,0.9333
2040,189,255,49.6985,0.9616,1.0435,0.9583,0.9403
2041,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
2042,15,255,13.3137,1.0000,1.1275,0.8869,0.8571
2043,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2044,237,255,67.0122,0.6632,1.9942,0.5015,0.8464
2045,29,255,18.7279,1.0000,1.0762,0.9292,0.9062
2046,10,255,10.4853,1.0000,1.2356,0.8093,0.9091
2047,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2048,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2049,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2050,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2051,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2052,11,255,11.8995,0.9762,1.4505,0.6894,0.8462
2053,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2054,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2055,12,255,12.4853,0.9674,1.2182,0.8209,0.8889
2056,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2057,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2058,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2059,149,255,43.4558,0.9915,1.0816,0.9246,0.9430
2060,12,255,11.8995,1.0000,1.1349,0.8811,0.8571
2061,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2062,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2063,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2064,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2065,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2066,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2067,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2068,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2069,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2070,26,255,18.1421,0.9927,1.2713,0.7866,0.8667
2071,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2072,7,255,9.0711,1.0000,1.9357,0.5166,0.9333
2073,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2074,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2075,25,255,17.5563,1.0000,1.1813,0.8465,0.8621
2076,18,255,14.4853,1.0000,1.3620,0.7342,0.9474
2077,94,255,37.4558,0.8420,1.2339,0.8105,0.8507
2078,20,255,15.6569,1.0000,1.2500,0.8000,1.0000
2079,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2080,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2081,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2082,12,255,11.8995,1.0000,1.2809,0.7807,0.8571
2083,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2084,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2085,15,255,13.8995,0.9757,1.2697,0.7876,0.8571
2086,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2087,10,255,10.4853,1.0000,1.5512,0.6447,0.9091
2088,9,255,11.3137,0.8836,1.3896,0.7196,0.7500
2089,3,255,6.2426,0.9674,3.0000,0.3333,1.0000
2090,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2091,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2092,3,255,7.6569,0.6430,2.7020,0.3701,0.6667
2093,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2094,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2095,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2096,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2097,25,255,17.5563,1.0000,1.1256,0.8884,0.8621
2098,21,255,15.3137,1.0000,1.1818,0.8461,0.9130
2099,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2100,19,255,26.3848,0.3430,2.5155,0.3975,0.6230
2101,16,255,14.1421,1.0000,1.0765,0.9289,0.8205
2102,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2103,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2104,36,255,21.5563,0.9736,1.0247,0.9759,0.8780
2105,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2106,6,255,8.4853,1.0000,1.8091,0.5528,0.8000
2107,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2108,3,255,6.8284,0.8085,3.0000,0.3333,1.0000
2109,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2110,44,255,23.3137,1.0000,1.0561,0.9469,0.9462
2111,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2112,7,255,8.4853,1.0000,1.5964,0.6264,0.8750
2113,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2114,7,255,8.4853,1.0000,1.5964,0.6264,0.8750
2115,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2116,12,255,14.7279,0.6952,1.5032,0.6652,0.6857
2117,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2118,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2119,78,255,31.7990,0.9693,1.0143,0.9859,0.9176
2120,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2121,12,255,11.3137,1.0000,1.2809,0.7807,0.8571
2122,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2123,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2124,18,255,14.7279,1.0000,1.2204,0.8194,0.8571
2125,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2126,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2127,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2128,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2129,8,255,10.4853,0.9144,1.6237,0.6159,0.8000
2130,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2131,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2132,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2133,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2134,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
2135,7,255,8.4853,1.0000,1.5964,0.6264,0.8750
2136,18,255,14.7279,1.0000,1.1296,0.8853,0.8571
2137,45,255,24.1421,0.9702,1.0835,0.9230,0.9091
2138,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2139,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2140,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2141,36,255,24.3848,0.7608,1.4416,0.6937,0.8000
2142,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2143,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2144,62,255,28.9706,0.9283,1.2676,0.7889,0.9051
2145,12,255,11.6569,1.0000,1.3333,0.7500,1.0000
2146,23,255,16.4853,1.0000,1.0080,0.9920,0.9583
2147,7,255,8.4853,1.0000,1.5964,0.6264,0.8750
2148,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2149,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2150,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2151,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2152,113,255,38.8701,0.9398,1.1260,0.8881,0.9040
2153,12,255,11.8995,1.0000,1.1349,0.8811,0.8571
2154,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2155,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2156,4,255,8.4853,0.6981,1.0000,1.0000,0.5714
2157,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2158,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2159,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2160,24,255,16.7279,1.0000,1.2220,0.8184,0.9057
2161,7,255,8.4853,1.0000,1.0688,0.9356,0.8750
2162,5,255,8.4853,0.8727,1.4961,0.6684,0.7143
2163,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2164,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2165,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2166,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2167,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2168,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2169,28,255,20.1421,0.8673,1.2043,0.8303,0.8358
2170,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2171,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2172,6,255,9.6569,0.8085,1.8091,0.5528,0.8571
2173,18,255,15.0711,0.9959,1.2536,0.7977,0.9474
2174,14,255,12.4853,1.0000,1.1245,0.8893,0.9333
2175,23,255,16.7279,1.0000,1.1821,0.8459,0.8846
2176,8,255,9.6569,1.0000,2.0000,0.5000,1.0000
2177,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2178,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2179,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2180,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2181,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2182,25,255,17.3137,1.0000,1.1468,0.8720,0.9091
2183,20,255,15.3137,1.0000,1.1020,0.9074,0.8889
2184,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
2185,7,255,9.6569,0.9433,1.9357,0.5166,0.9333
2186,4,255,7.0711,1.0000,1.4676,0.6814,0.8000
2187,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2188,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2189,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2190,32,255,19.3137,1.0000,1.0000,1.0000,0.9412
2191,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2192,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2193,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2194,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2195,3,255,7.0711,0.7540,2.7020,0.3701,0.6667
2196,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2197,34,255,20.1421,1.0000,1.1273,0.8871,0.9189
2198,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2199,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2200,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2201,12,255,12.4853,0.9674,1.2182,0.8209,0.8889
2202,101,255,36.0416,0.9771,1.0910,0.9166,0.9182
2203,28,255,18.1421,1.0000,1.0139,0.9862,0.8889
2204,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2205,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2206,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2207,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2208,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2209,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2210,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2211,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2212,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2213,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2214,5,255,7.0711,1.0000,1.5530,0.6439,0.9091
2215,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2216,11,255,13.8995,0.7155,2.1271,0.4701,0.7857
2217,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2218,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2219,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2220,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2221,25,255,17.8995,0.9805,1.1229,0.8906,0.9091
2222,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2223,18,255,15.8995,0.8948,1.3988,0.7149,0.8372
2224,17,255,13.8995,1.0000,1.2632,0.7917,0.9189
2225,32,255,20.3848,0.9677,1.1759,0.8504,0.8533
2226,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2227,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2228,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2229,66,255,60.0833,0.2297,2.7677,0.3613,0.6168
2230,22,255,17.3137,0.9223,1.4833,0.6742,0.8627
2231,5,255,9.0711,0.7636,1.6529,0.6050,0.8333
2232,52,255,32.0416,0.6365,1.8275,0.5472,0.7879
2233,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2234,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2235,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2236,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2237,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2238,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2239,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2240,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2241,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2242,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2243,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2244,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2245,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2246,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2247,45,255,24.1421,0.9702,1.1771,0.8496,0.9184
2248,18,255,16.1421,0.8681,1.2327,0.8112,0.7826
2249,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2250,6,255,9.0711,0.9163,1.1239,0.8898,0.8000
2251,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2252,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2253,17,255,14.4853,1.0000,1.1339,0.8819,0.9189
2254,29,255,18.1421,1.0000,1.0762,0.9292,0.9062
2255,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2256,10,255,11.8995,0.8875,1.4007,0.7139,0.8696
2257,42,255,23.5563,0.9511,1.2657,0.7901,0.8936
2258,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2259,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2260,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2261,16,255,16.1421,0.7716,1.9270,0.5189,0.7442
2262,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2263,195,255,65.1127,0.5780,2.9866,0.3348,0.8844
2264,43,255,22.9706,1.0000,1.0853,0.9214,0.9053
2265,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2266,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2267,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2268,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2269,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2270,8,255,9.0711,1.0000,1.2286,0.8139,0.9412
2271,171,255,53.4558,0.7520,2.1070,0.4746,0.9048
2272,12,255,11.8995,1.0000,1.2812,0.7805,0.8571
2273,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2274,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2275,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2276,18,255,15.3137,0.9645,1.1970,0.8354,0.8372
2277,5,255,8.4853,0.8727,1.4961,0.6684,0.7143
2278,46,255,25.5563,0.8851,1.1364,0.8799,0.8679
2279,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2280,9,255,11.0711,0.9227,1.5391,0.6497,0.9000
2281,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2282,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2283,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2284,17,255,13.8995,1.0000,1.2632,0.7917,0.9189
2285,34,255,21.5563,0.9195,1.1532,0.8672,0.8947
2286,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2287,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2288,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2289,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2290,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2291,131,255,42.6274,0.9059,1.2025,0.8316,0.9161
2292,143,255,43.4558,0.9516,1.1062,0.9040,0.9226
2293,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2294,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2295,10,255,11.8995,0.8875,1.9756,0.5062,0.8000
2296,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2297,4,255,9.0711,0.6109,3.4934,0.2863,0.6667
2298,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2299,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2300,18,255,14.4853,1.0000,1.2175,0.8214,0.9474
2301,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2302,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2303,26,255,18.1421,0.9927,1.4135,0.7074,0.8814
2304,22,255,16.1421,1.0000,1.1765,0.8500,0.8800
2305,22,255,15.8995,1.0000,1.1014,0.9079,0.9362
2306,12,255,11.8995,1.0000,1.1349,0.8811,0.8571
2307,7,255,9.8995,0.8976,2.3395,0.4274,0.7778
2308,39,255,21.5563,1.0000,1.0965,0.9120,0.9176
2309,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2310,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2311,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2312,16,255,16.1421,0.7716,1.8577,0.5383,0.7442
2313,40,255,22.9706,0.9526,1.4344,0.6972,0.8889
2314,33,255,22.1421,0.8458,1.5234,0.6564,0.8800
2315,37,255,27.7990,0.6017,2.2392,0.4466,0.7629
2316,9,255,9.6569,1.0000,1.0000,1.0000,1.0000
2317,29,255,18.7279,1.0000,1.0762,0.9292,0.9062
2318,361,255,70.4264,0.9146,1.0432,0.9586,0.9352
2319,317,255,67.3553,0.8781,1.0624,0.9413,0.9269
2320,11,255,11.8995,0.9762,1.0351,0.9661,0.8462
2321,3,255,5.6569,1.0000,1.4638,0.6831,0.8571
2322,8,255,9.8995,1.0000,1.3083,0.7643,0.8000
2323,27,255,17.8995,1.0000,1.2104,0.8262,0.9474
2324,16,255,13.8995,1.0000,1.1505,0.8692,0.8889
2325,7,255,12.4853,0.5643,2.4988,0.4002,0.6667
2326,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2327,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2328,11,255,11.3137,1.0000,1.2180,0.8210,0.8148
2329,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2330,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2331,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
2332,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2333,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2334,22,255,16.1421,1.0000,1.3605,0.7350,0.8800
2335,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2336,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2337,25,255,17.8995,0.9805,1.1229,0.8906,0.9091
2338,36,255,20.7279,1.0000,1.1857,0.8434,0.9351
2339,6,255,8.4853,1.0000,1.8091,0.5528,0.8000
2340,78,255,35.5563,0.7753,2.0351,0.4914,0.9176
2341,6,255,10.4853,0.6858,2.4642,0.4058,0.6667
2342,6,255,8.4853,1.0000,1.2910,0.7746,0.8000
2343,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2344,353,255,89.7401,0.5508,1.4729,0.6789,0.8415
2345,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2346,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2347,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2348,5,255,7.6569,1.0000,1.5530,0.6439,0.9091
2349,8,255,10.4853,0.9144,1.4158,0.7063,0.8000
2350,10,255,10.4853,1.0000,1.2356,0.8093,0.9091
2351,2,255,4.8284,1.0000,2.0000,0.5000,1.0000
2352,6,255,8.4853,1.0000,1.8091,0.5528,0.8000
2353,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2354,9,255,10.4853,1.0000,1.3403,0.7461,0.8571
2355,10,255,10.4853,1.0000,1.2356,0.8093,0.9091
2356,10,255,11.0711,1.0000,1.2356,0.8093,0.9091
2357,12,255,11.8995,1.0000,1.1349,0.8811,0.8571
2358,21,255,15.3137,1.0000,1.0000,1.0000,0.9130
2359,3,255,5.6569,1.0000,1.4639,0.6831,0.8571
2360,6,255,7.6569,1.0000,1.5000,0.6667,1.0000
2361,4,255,7.6569,0.8574,2.0313,0.4923,0.8000
2362,299,255,64.7696,0.8957,1.0156,0.9846,0.9271
2363,16,255,13.3137,1.0000,1.2089,0.8272,0.8889
2364,9,255,10.4853,1.0000,1.8172,0.5503,0.8571
2365,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2366,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2367,7,255,9.0711,1.0000,1.0688,0.9356,0.8750
2368,2,255,4.2426,1.0000,2.0000,0.5000,1.0000
2369,4,255,5.6569,1.0000,1.0000,1.0000,1.0000
2370,31,255,20.7279,0.9067,1.1218,0.8914,0.8857
2371,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
2372,23,255,16.7279,1.0000,1.1317,0.8836,0.8846
2373,2,255,5.6569,0.7854,2.6457,0.3780,0.6667
2374,1,255,2.8284,1.0000,1.0000,1.0000,1.0000
